HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
generated_context	dblp:hasAuthor	author_616343	0.2538
generated_context	dblp:publishedIn	pub_458846	0.3517
generated_context	dblp:inYear	link_321952	0.3550
generated_context	dblp:hasAuthor	pub_828722	0.2411
generated_context	dblp:paperType	link_902630	0.4885
generated_context	dblp:wrote	author_1007609	0.2317
generated_context	dblp:paperType	author_940297	0.3941
generated_context	dblp:wrote	pub_514201	0.2579
generated_context	dblp:hasLink	author_222792	0.2458
generated_context	dblp:paperType	link_667752	0.4402
generated_context	dblp:hasDOI	link_422922	1.0631
generated_context	dblp:paperType	author_938301	0.3969
generated_context	dblp:hasDOI	author_201353	1.1284
generated_context	dblp:paperType	pub_917973	0.4708
generated_context	dblp:hasLink	author_939144	0.2649
generated_context	dblp:wrote	link_417627	0.2197
generated_context	dblp:paperType	author_1151012	0.4318
generated_context	dblp:hasDOI	pub_13196	1.0772
generated_context	dblp:hasDOI	doi_28488	1.1294
generated_context	dblp:wrote	pub_249727	0.2933
generated_context	dblp:hasLink	link_432305	0.3057
generated_context	dblp:hasDOI	pub_327606	1.0624
generated_context	dblp:inYear	author_130266	0.4017
generated_context	dblp:hasDOI	link_188490	1.0503
generated_context	dblp:publishedIn	link_794572	0.3469
generated_context	dblp:wrote	pub_836589	0.2002
generated_context	dblp:hasAuthor	pub_239866	0.2698
generated_context	dblp:hasAuthor	pub_582861	0.2664
generated_context	dblp:hasAuthor	link_535053	0.2986
generated_context	dblp:publishedIn	link_870861	0.3705
generated_context	dblp:partOf	doi_562863	0.7053
generated_context	dblp:hasDOI	link_866292	1.0978
generated_context	dblp:paperType	author_1122272	0.4649
generated_context	dblp:hasLink	author_903947	0.2659
generated_context	dblp:hasAuthor	link_397212	0.2908
generated_context	dblp:hasLink	doi_23949	0.2859
generated_context	dblp:inYear	author_481347	0.3255
generated_context	dblp:hasDOI	author_916957	1.1544
generated_context	dblp:partOf	author_818750	0.7975
generated_context	dblp:inYear	link_57817	0.3343
generated_context	dblp:partOf	doi_490157	0.7867
generated_context	dblp:inYear	author_1054322	0.3463
generated_context	dblp:partOf	author_774481	0.7474
generated_context	dblp:paperType	author_1039846	0.4487
generated_context	dblp:partOf	doi_746755	0.7974
generated_context	dblp:wrote	doi_253956	0.2474
generated_context	dblp:wrote	author_640283	0.2489
generated_context	dblp:inYear	pub_820158	0.3409
generated_context	dblp:partOf	author_1166046	0.8177
generated_context	dblp:hasAuthor	link_49737	0.2482
generated_context	dblp:partOf	link_62001	0.6545
generated_context	dblp:inYear	link_391762	0.3526
generated_context	dblp:hasDOI	pub_422213	1.0135
generated_context	dblp:inYear	doi_87681	0.3363
generated_context	dblp:hasDOI	link_677181	1.2185
generated_context	dblp:hasDOI	doi_294437	1.0146
generated_context	dblp:hasAuthor	pub_560356	0.2719
generated_context	dblp:hasDOI	doi_811146	1.0292
generated_context	dblp:inYear	link_666717	0.3534
generated_context	dblp:paperType	link_198537	0.4407
generated_context	dblp:hasAuthor	pub_685738	0.2821
generated_context	dblp:paperType	link_137491	0.3946
generated_context	dblp:partOf	link_154664	0.6822
generated_context	dblp:publishedIn	link_877068	0.4143
generated_context	dblp:inYear	link_56166	0.3272
generated_context	dblp:hasLink	link_288013	0.3102
generated_context	dblp:hasLink	pub_407020	0.3120
generated_context	dblp:partOf	doi_166648	0.7734
generated_context	dblp:hasLink	link_469217	0.3443
generated_context	dblp:inYear	pub_579593	0.3990
generated_context	dblp:paperType	pub_646588	0.4628
generated_context	dblp:wrote	pub_847146	0.2327
generated_context	dblp:publishedIn	doi_487521	0.2723
generated_context	dblp:hasDOI	doi_121626	1.1070
generated_context	dblp:wrote	link_835905	0.2656
generated_context	dblp:publishedIn	link_377128	0.4282
generated_context	dblp:hasAuthor	link_548167	0.2418
generated_context	dblp:paperType	author_1034621	0.4555
generated_context	dblp:partOf	link_752892	0.7446
generated_context	dblp:hasLink	link_463279	0.2716
generated_context	dblp:inYear	author_37780	0.3809
generated_context	dblp:wrote	pub_171895	0.2807
generated_context	dblp:hasLink	doi_880351	0.3172
generated_context	dblp:hasDOI	link_980036	1.0873
generated_context	dblp:hasAuthor	author_860983	0.1982
generated_context	dblp:inYear	doi_647771	0.3551
generated_context	dblp:wrote	doi_201713	0.3111
generated_context	dblp:publishedIn	link_315566	0.3454
generated_context	dblp:wrote	author_325696	0.2397
generated_context	dblp:hasLink	pub_9054	0.3281
generated_context	dblp:hasDOI	link_120779	1.1921
generated_context	dblp:paperType	link_291640	0.4639
generated_context	dblp:paperType	link_283547	0.4568
generated_context	dblp:partOf	link_922770	0.7621
generated_context	dblp:publishedIn	author_273969	0.3611
generated_context	dblp:hasLink	pub_489487	0.2664
generated_context	dblp:partOf	link_822711	0.7347
generated_context	dblp:partOf	author_1155084	0.6875
generated_context	dblp:hasAuthor	author_897670	0.3120
generated_context	dblp:publishedIn	doi_229702	0.3470
generated_context	dblp:partOf	doi_666958	0.6428
generated_context	dblp:inYear	pub_135295	0.3548
generated_context	dblp:publishedIn	link_540499	0.3799
generated_context	dblp:paperType	pub_323084	0.4930
generated_context	dblp:hasDOI	link_187177	1.0270
generated_context	dblp:paperType	link_455903	0.4142
generated_context	dblp:wrote	doi_465481	0.2649
generated_context	dblp:inYear	link_459810	0.3931
generated_context	dblp:hasAuthor	link_482958	0.2612
generated_context	dblp:hasDOI	link_38906	1.2072
generated_context	dblp:hasLink	pub_893404	0.2962
generated_context	dblp:hasAuthor	link_183902	0.3243
generated_context	dblp:hasAuthor	author_49384	0.2652
generated_context	dblp:partOf	author_577732	0.6330
generated_context	dblp:wrote	pub_638108	0.2894
generated_context	dblp:paperType	doi_861109	0.4335
generated_context	dblp:paperType	doi_475469	0.4064
generated_context	dblp:hasLink	doi_554804	0.2729
generated_context	dblp:wrote	pub_381408	0.2702
generated_context	dblp:publishedIn	author_1154846	0.3669
generated_context	dblp:paperType	author_772421	0.4089
generated_context	dblp:hasLink	link_773549	0.3005
generated_context	dblp:paperType	pub_243421	0.4946
generated_context	dblp:partOf	link_973440	0.6692
generated_context	dblp:publishedIn	pub_287698	0.3640
generated_context	dblp:hasDOI	link_409235	1.0871
generated_context	dblp:paperType	author_29749	0.4292
generated_context	dblp:hasDOI	author_450164	1.1583
generated_context	dblp:paperType	doi_96168	0.4753
generated_context	dblp:publishedIn	link_429910	0.3820
generated_context	dblp:inYear	doi_559540	0.3951
generated_context	dblp:wrote	pub_329808	0.3150
generated_context	dblp:hasLink	pub_14425	0.2878
generated_context	dblp:publishedIn	doi_683407	0.4084
generated_context	dblp:hasAuthor	author_378135	0.2587
generated_context	dblp:hasLink	pub_381111	0.2622
generated_context	dblp:hasDOI	link_82325	1.1266
generated_context	dblp:publishedIn	pub_722189	0.4081
generated_context	dblp:hasDOI	pub_289878	1.1968
generated_context	dblp:hasLink	pub_108535	0.3046
generated_context	dblp:inYear	link_913942	0.3194
generated_context	dblp:paperType	doi_46292	0.4677
generated_context	dblp:hasDOI	author_389578	1.1889
generated_context	dblp:inYear	author_273206	0.3287
generated_context	dblp:paperType	author_214308	0.4060
generated_context	dblp:publishedIn	link_30591	0.4198
generated_context	dblp:paperType	doi_309994	0.3918
generated_context	dblp:paperType	link_88778	0.4484
generated_context	dblp:paperType	author_126488	0.4285
generated_context	dblp:hasAuthor	author_644181	0.2355
generated_context	dblp:hasAuthor	doi_60194	0.2336
generated_context	dblp:partOf	author_507077	0.7378
generated_context	dblp:hasAuthor	doi_268240	0.2472
generated_context	dblp:publishedIn	doi_371208	0.3542
generated_context	dblp:paperType	link_443186	0.4154
generated_context	dblp:wrote	pub_659835	0.2491
generated_context	dblp:wrote	link_12778	0.2386
generated_context	dblp:hasDOI	link_551873	1.0565
generated_context	dblp:publishedIn	pub_387478	0.4432
generated_context	dblp:wrote	link_174825	0.2433
generated_context	dblp:paperType	pub_471171	0.3994
generated_context	dblp:publishedIn	pub_374528	0.3580
generated_context	dblp:paperType	author_692315	0.4519
generated_context	dblp:partOf	link_542808	0.5912
generated_context	dblp:wrote	pub_266261	0.3175
generated_context	dblp:wrote	author_34862	0.2411
generated_context	dblp:publishedIn	author_589304	0.4215
generated_context	dblp:partOf	link_151609	0.7641
generated_context	dblp:partOf	pub_295979	0.7014
generated_context	dblp:hasAuthor	author_624749	0.2526
generated_context	dblp:publishedIn	pub_55544	0.4726
generated_context	dblp:paperType	pub_539349	0.4434
generated_context	dblp:publishedIn	pub_155558	0.4907
generated_context	dblp:hasAuthor	doi_74878	0.2552
generated_context	dblp:paperType	doi_384635	0.3661
generated_context	dblp:paperType	doi_44532	0.4618
generated_context	dblp:hasDOI	author_57887	0.9400
generated_context	dblp:hasDOI	author_928390	1.2379
generated_context	dblp:hasDOI	link_393935	0.9903
generated_context	dblp:hasLink	author_1139130	0.3670
generated_context	dblp:hasAuthor	doi_861375	0.2303
generated_context	dblp:hasLink	link_455205	0.2488
generated_context	dblp:wrote	author_399573	0.3096
generated_context	dblp:paperType	doi_696649	0.4431
generated_context	dblp:hasLink	pub_357130	0.2480
generated_context	dblp:partOf	doi_186475	0.7641
generated_context	dblp:partOf	doi_619157	0.7455
generated_context	dblp:wrote	pub_26738	0.2514
generated_context	dblp:publishedIn	pub_270963	0.3245
generated_context	dblp:wrote	pub_440846	0.2293
generated_context	dblp:hasDOI	author_443674	0.9891
generated_context	dblp:hasAuthor	author_529297	0.2378
generated_context	dblp:hasAuthor	pub_184798	0.2415
generated_context	dblp:hasDOI	link_599402	1.0965
generated_context	dblp:hasAuthor	link_888099	0.2591
generated_context	dblp:hasLink	link_288437	0.2363
generated_context	dblp:partOf	pub_361879	0.7280
generated_context	dblp:hasLink	author_42018	0.3272
generated_context	dblp:paperType	doi_243259	0.4062
generated_context	dblp:hasAuthor	doi_10447	0.3080
generated_context	dblp:paperType	doi_374015	0.4403
generated_context	dblp:hasLink	link_722920	0.2844
generated_context	dblp:partOf	link_202065	0.7111
generated_context	dblp:partOf	doi_605342	0.7477
generated_context	dblp:hasDOI	link_969436	1.1013
generated_context	dblp:paperType	link_345520	0.4412
generated_context	dblp:partOf	link_586031	0.7651
generated_context	dblp:hasLink	pub_277749	0.3399
generated_context	dblp:hasAuthor	pub_26042	0.2413
generated_context	dblp:partOf	doi_792790	0.7808
generated_context	dblp:publishedIn	author_564915	0.3577
generated_context	dblp:publishedIn	author_820347	0.4104
generated_context	dblp:hasDOI	doi_820184	0.9975
generated_context	dblp:hasLink	pub_112472	0.3065
generated_context	dblp:wrote	link_643258	0.3378
generated_context	dblp:publishedIn	link_603357	0.3806
generated_context	dblp:partOf	link_167412	0.7616
generated_context	dblp:publishedIn	author_52822	0.3969
generated_context	dblp:publishedIn	link_288865	0.3675
generated_context	dblp:inYear	link_287136	0.3671
generated_context	dblp:paperType	link_141263	0.4294
generated_context	dblp:hasDOI	doi_568487	1.0558
generated_context	dblp:hasLink	link_156008	0.3062
generated_context	dblp:paperType	link_841362	0.4392
generated_context	dblp:paperType	link_864543	0.3954
generated_context	dblp:publishedIn	link_697954	0.3832
generated_context	dblp:publishedIn	link_152689	0.3301
generated_context	dblp:partOf	link_100609	0.6990
generated_context	dblp:partOf	doi_609357	0.6850
generated_context	dblp:paperType	doi_664281	0.4937
generated_context	dblp:inYear	doi_501896	0.3356
generated_context	dblp:paperType	link_340946	0.3935
generated_context	dblp:hasLink	author_482857	0.3256
generated_context	dblp:paperType	link_435008	0.4402
generated_context	dblp:hasAuthor	author_222375	0.2595
generated_context	dblp:paperType	link_161305	0.4625
generated_context	dblp:hasLink	link_555927	0.3219
generated_context	dblp:partOf	author_945922	0.8113
generated_context	dblp:inYear	doi_446230	0.3200
generated_context	dblp:hasLink	author_67027	0.2896
generated_context	dblp:hasAuthor	author_76646	0.2742
generated_context	dblp:wrote	doi_47466	0.2709
generated_context	dblp:inYear	author_5856	0.2895
generated_context	dblp:partOf	author_862636	0.6218
generated_context	dblp:wrote	pub_816226	0.2555
generated_context	dblp:publishedIn	author_581666	0.4005
generated_context	dblp:paperType	link_782826	0.4513
generated_context	dblp:hasDOI	pub_533662	1.1550
generated_context	dblp:publishedIn	author_63471	0.3571
generated_context	dblp:inYear	doi_595538	0.3529
generated_context	dblp:partOf	pub_367784	0.6516
generated_context	dblp:inYear	doi_692147	0.3308
generated_context	dblp:hasAuthor	pub_87034	0.2989
generated_context	dblp:hasDOI	author_994123	1.1362
generated_context	dblp:hasLink	doi_717471	0.2508
generated_context	dblp:wrote	link_1979	0.3006
generated_context	dblp:inYear	doi_370494	0.3314
generated_context	dblp:inYear	doi_196287	0.3822
generated_context	dblp:hasAuthor	link_639302	0.2822
generated_context	dblp:hasDOI	doi_73009	1.0971
generated_context	dblp:hasDOI	doi_583334	1.0608
generated_context	dblp:inYear	pub_325233	0.2950
generated_context	dblp:publishedIn	pub_674910	0.4006
generated_context	dblp:wrote	pub_857615	0.2960
generated_context	dblp:partOf	author_797426	0.7042
generated_context	dblp:hasLink	link_801041	0.2665
generated_context	dblp:hasAuthor	pub_887104	0.2833
generated_context	dblp:paperType	doi_408927	0.5130
generated_context	dblp:hasDOI	pub_261589	1.0657
generated_context	dblp:hasAuthor	link_732543	0.2155
generated_context	dblp:inYear	link_375283	0.3477
generated_context	dblp:publishedIn	doi_487416	0.3638
generated_context	dblp:hasLink	author_466328	0.2915
generated_context	dblp:hasDOI	pub_383711	0.9979
generated_context	dblp:hasDOI	author_866081	1.0128
generated_context	dblp:hasLink	author_400369	0.2682
generated_context	dblp:paperType	link_671336	0.4298
generated_context	dblp:publishedIn	doi_119121	0.3521
generated_context	dblp:inYear	doi_187257	0.3708
generated_context	dblp:wrote	pub_872564	0.2565
generated_context	dblp:partOf	link_744586	0.7243
generated_context	dblp:partOf	pub_156542	0.7631
generated_context	dblp:hasLink	link_573063	0.2700
generated_context	dblp:partOf	author_20789	0.8721
generated_context	dblp:inYear	pub_622534	0.3805
generated_context	dblp:paperType	doi_250221	0.4505
generated_context	dblp:hasDOI	doi_469125	1.1172
generated_context	dblp:hasLink	pub_219922	0.3522
generated_context	dblp:partOf	author_830735	0.8112
generated_context	dblp:hasAuthor	pub_900059	0.2403
generated_context	dblp:hasAuthor	author_1061480	0.2302
generated_context	dblp:publishedIn	link_524821	0.3314
generated_context	dblp:hasDOI	doi_254505	1.2007
generated_context	dblp:hasDOI	doi_498006	1.1055
generated_context	dblp:partOf	pub_813698	0.7711
generated_context	dblp:paperType	author_865873	0.4231
generated_context	dblp:hasAuthor	author_358878	0.2240
generated_context	dblp:hasLink	link_89392	0.2952
generated_context	dblp:hasLink	link_613364	0.3364
generated_context	dblp:hasLink	author_540301	0.3124
generated_context	dblp:wrote	pub_16919	0.2365
generated_context	dblp:inYear	doi_112497	0.3414
generated_context	dblp:inYear	pub_471504	0.3138
generated_context	dblp:hasDOI	link_957718	1.1237
generated_context	dblp:hasDOI	pub_188950	0.9815
generated_context	dblp:paperType	author_1139555	0.4276
generated_context	dblp:publishedIn	doi_61644	0.3641
generated_context	dblp:inYear	link_586384	0.3951
generated_context	dblp:inYear	author_161649	0.3731
generated_context	dblp:partOf	link_754109	0.6962
generated_context	dblp:inYear	pub_576401	0.3183
generated_context	dblp:inYear	author_219145	0.3158
generated_context	dblp:hasAuthor	pub_704222	0.2380
generated_context	dblp:inYear	link_678735	0.3368
generated_context	dblp:hasLink	pub_701604	0.3064
generated_context	dblp:wrote	author_288581	0.2346
generated_context	dblp:hasLink	doi_437557	0.3995
generated_context	dblp:hasLink	pub_395455	0.2561
generated_context	dblp:hasLink	author_1107406	0.2594
generated_context	dblp:publishedIn	doi_513810	0.3913
generated_context	dblp:hasDOI	link_560463	1.0727
generated_context	dblp:wrote	link_710855	0.2932
generated_context	dblp:hasAuthor	author_164838	0.2216
generated_context	dblp:hasDOI	link_930090	1.0321
generated_context	dblp:inYear	venue_996	0.3582
generated_context	dblp:publishedIn	link_123537	0.3429
generated_context	dblp:inYear	link_361690	0.2851
generated_context	dblp:hasDOI	doi_208701	1.2612
generated_context	dblp:inYear	doi_768586	0.3756
generated_context	dblp:hasAuthor	pub_270017	0.2279
generated_context	dblp:publishedIn	doi_25524	0.3157
generated_context	dblp:wrote	doi_653901	0.3022
generated_context	dblp:paperType	pub_131335	0.4221
generated_context	dblp:wrote	link_654559	0.2497
generated_context	dblp:publishedIn	link_145379	0.4113
generated_context	dblp:hasLink	author_719766	0.3671
generated_context	dblp:wrote	pub_279536	0.2433
generated_context	dblp:publishedIn	author_1112539	0.3887
generated_context	dblp:publishedIn	author_331360	0.3702
generated_context	dblp:inYear	pub_989972	0.3619
generated_context	dblp:hasLink	pub_845678	0.2982
generated_context	dblp:publishedIn	author_1065204	0.3833
generated_context	dblp:publishedIn	author_730253	0.3915
generated_context	dblp:hasLink	doi_391642	0.2931
generated_context	dblp:wrote	pub_881159	0.2677
generated_context	dblp:hasLink	author_526968	0.3382
generated_context	dblp:hasAuthor	link_81765	0.2642
generated_context	dblp:publishedIn	doi_456472	0.4323
generated_context	dblp:partOf	pub_810450	0.6399
generated_context	dblp:hasDOI	doi_25639	1.0307
generated_context	dblp:publishedIn	link_437408	0.4960
generated_context	dblp:inYear	link_13572	0.3484
generated_context	dblp:hasDOI	pub_701938	1.1178
generated_context	dblp:wrote	author_349017	0.2710
generated_context	dblp:wrote	doi_659332	0.2836
generated_context	dblp:hasLink	link_341365	0.2834
generated_context	dblp:partOf	doi_414988	0.6134
generated_context	dblp:hasAuthor	author_1092098	0.2599
generated_context	dblp:publishedIn	link_167826	0.3840
generated_context	dblp:paperType	author_123471	0.3965
generated_context	dblp:paperType	link_571620	0.4574
generated_context	dblp:hasDOI	doi_235195	1.0912
generated_context	dblp:wrote	author_138130	0.3101
generated_context	dblp:hasDOI	doi_13294	1.0553
generated_context	dblp:inYear	doi_861887	0.3277
generated_context	dblp:paperType	pub_657488	0.4164
generated_context	dblp:inYear	doi_619787	0.3538
generated_context	dblp:paperType	link_872211	0.4629
generated_context	dblp:wrote	pub_634613	0.2635
generated_context	dblp:wrote	author_346543	0.2214
generated_context	dblp:paperType	collection_14131	0.4044
